user_loc,fr_loc,scaled_sci
USA48223,MEX19,339
USA48223,MEX2,122
USA48223,MEX20,115
USA48223,MEX21,89
USA48223,MEX22,1780
USA48223,MEX23,113
USA48223,MEX24,1513
USA48223,MEX25,98
USA48223,MEX26,162
USA48223,MEX27,55
USA48223,MEX28,457
USA48223,MEX29,88
USA48223,MEX3,139
USA48223,MEX30,141
USA48223,MEX31,53
USA48223,MEX32,3192
USA48223,MEX4,59
USA48223,MEX5,109
USA48223,MEX6,468
USA48223,MEX7,1158
USA48223,MEX8,161
USA48223,MEX9,96
USA48225,ARG1,16
USA48225,ARG10,10
USA48225,ARG11,22
USA48225,ARG12,18
USA48225,ARG13,12
USA48225,ARG14,16
USA48225,ARG15,15
USA48225,ARG16,12
USA48225,ARG17,12
USA48225,ARG18,16
USA48225,ARG19,17
USA48225,ARG2,12
USA48225,ARG20,15
USA48225,ARG21,12
USA48225,ARG22,10
USA48225,ARG23,12
USA48225,ARG24,12
USA48225,ARG3,5
USA48225,ARG4,13
USA48225,ARG5,10
USA48225,ARG6,26
USA48225,ARG7,11
USA48225,ARG8,9
USA48225,ARG9,15
USA48225,MEX1,92
USA48225,MEX10,148
USA48225,MEX11,722
USA48225,MEX12,86
USA48225,MEX13,114
USA48225,MEX14,96
USA48225,MEX15,79
USA48225,MEX16,92
USA48225,MEX17,55
USA48225,MEX18,49
USA48225,MEX19,165
USA48225,MEX2,69
USA48225,MEX20,49
USA48225,MEX21,194
USA48225,MEX22,284
USA48225,MEX23,89
USA48225,MEX24,1405
USA48225,MEX25,34
USA48225,MEX26,54
USA48225,MEX27,73
USA48225,MEX28,771
USA48225,MEX29,101
USA48225,MEX3,104
USA48225,MEX30,610
USA48225,MEX31,43
USA48225,MEX32,231
USA48225,MEX4,62
USA48225,MEX5,44
USA48225,MEX6,116
USA48225,MEX7,306
USA48225,MEX8,105
USA48225,MEX9,81
USA48227,ARG1,18
USA48227,ARG10,14
USA48227,ARG11,14
USA48227,ARG12,15
USA48227,ARG13,15
USA48227,ARG14,23
USA48227,ARG15,18
USA48227,ARG16,13
USA48227,ARG17,13
USA48227,ARG18,16
USA48227,ARG19,14
USA48227,ARG2,15
USA48227,ARG20,12
USA48227,ARG21,13
USA48227,ARG22,15
USA48227,ARG23,10
USA48227,ARG24,16
USA48227,ARG3,18
USA48227,ARG4,23
USA48227,ARG5,13
USA48227,ARG6,29
USA48227,ARG7,17
USA48227,ARG8,15
USA48227,ARG9,25
USA48227,MEX1,722
USA48227,MEX10,1177
USA48227,MEX11,414
USA48227,MEX12,107
USA48227,MEX13,186
USA48227,MEX14,264
USA48227,MEX15,104
USA48227,MEX16,390
USA48227,MEX17,78
USA48227,MEX18,682
USA48227,MEX19,368
USA48227,MEX2,154
USA48227,MEX20,101
USA48227,MEX21,70
USA48227,MEX22,511
USA48227,MEX23,109
USA48227,MEX24,912
USA48227,MEX25,217
USA48227,MEX26,362
USA48227,MEX27,103
USA48227,MEX28,764
USA48227,MEX29,53
USA48227,MEX3,247
USA48227,MEX30,115
USA48227,MEX31,57
USA48227,MEX32,774
USA48227,MEX4,70
USA48227,MEX5,72
USA48227,MEX6,3230
USA48227,MEX7,2546
USA48227,MEX8,201
USA48227,MEX9,95
USA48229,ARG1,29
USA48229,ARG10,26
USA48229,ARG11,23
USA48229,ARG12,1
USA48229,ARG13,13
USA48229,ARG14,26
USA48229,ARG15,25
USA48229,ARG16,12
USA48229,ARG17,15
USA48229,ARG18,26
USA48229,ARG19,60
USA48229,ARG2,27
USA48229,ARG20,17
USA48229,ARG21,27
USA48229,ARG22,46
USA48229,ARG23,1
USA48229,ARG24,8
USA48229,ARG3,36
USA48229,ARG4,41
USA48229,ARG5,23
USA48229,ARG6,81
USA48229,ARG7,22
USA48229,ARG8,19
USA48229,ARG9,57
USA48229,MEX1,2683
USA48229,MEX10,6823
USA48229,MEX11,441
USA48229,MEX12,142
USA48229,MEX13,166
USA48229,MEX14,2457
USA48229,MEX15,171
USA48229,MEX16,507
USA48229,MEX17,138
USA48229,MEX18,391
USA48229,MEX19,373
USA48229,MEX2,309
USA48229,MEX20,122
USA48229,MEX21,197
USA48229,MEX22,226
USA48229,MEX23,235
USA48229,MEX24,556
USA48229,MEX25,909
USA48229,MEX26,982
USA48229,MEX27,121
USA48229,MEX28,368
USA48229,MEX29,116
USA48229,MEX3,693
USA48229,MEX30,161
USA48229,MEX31,105
USA48229,MEX32,2468
USA48229,MEX4,150
USA48229,MEX5,271
USA48229,MEX6,48444
USA48229,MEX7,2010
USA48229,MEX8,238
USA48229,MEX9,187
USA48231,ARG1,34
USA48231,ARG10,12
USA48231,ARG11,24
USA48231,ARG12,20
USA48231,ARG13,30
USA48231,ARG14,17
USA48231,ARG15,52
USA48231,ARG16,30
USA48231,ARG17,17
USA48231,ARG18,17
USA48231,ARG19,22
USA48231,ARG2,23
USA48231,ARG20,26
USA48231,ARG21,21
USA48231,ARG22,59
USA48231,ARG23,29
USA48231,ARG24,16
USA48231,ARG3,14
USA48231,ARG4,19
USA48231,ARG5,22
USA48231,ARG6,53
USA48231,ARG7,17
USA48231,ARG8,19
USA48231,ARG9,26
USA48231,MEX1,444
USA48231,MEX10,1320
USA48231,MEX11,1150
USA48231,MEX12,257
USA48231,MEX13,635
USA48231,MEX14,294
USA48231,MEX15,178
USA48231,MEX16,250
USA48231,MEX17,246
USA48231,MEX18,148
USA48231,MEX19,497
USA48231,MEX2,179
USA48231,MEX20,109
USA48231,MEX21,93
USA48231,MEX22,2111
USA48231,MEX23,195
USA48231,MEX24,2107
USA48231,MEX25,147
USA48231,MEX26,277
USA48231,MEX27,64
USA48231,MEX28,675
USA48231,MEX29,220
USA48231,MEX3,163
USA48231,MEX30,222
USA48231,MEX31,63
USA48231,MEX32,1417
USA48231,MEX4,88
USA48231,MEX5,80
USA48231,MEX6,782
USA48231,MEX7,917
USA48231,MEX8,226
USA48231,MEX9,101
USA48233,ARG1,14
USA48233,ARG10,9
USA48233,ARG11,10
USA48233,ARG12,7
USA48233,ARG13,10
USA48233,ARG14,10
USA48233,ARG15,22
USA48233,ARG16,12
USA48233,ARG17,11
USA48233,ARG18,13
USA48233,ARG19,17
USA48233,ARG2,13
USA48233,ARG20,16
USA48233,ARG21,12
USA48233,ARG22,12
USA48233,ARG23,35
USA48233,ARG24,11
USA48233,ARG3,8
USA48233,ARG4,7
USA48233,ARG5,15
USA48233,ARG6,22
USA48233,ARG7,13
USA48233,ARG8,12
USA48233,ARG9,8
USA48233,MEX1,245
USA48233,MEX10,939
USA48233,MEX11,170
USA48233,MEX12,52
USA48233,MEX13,511
USA48233,MEX14,181
USA48233,MEX15,62
USA48233,MEX16,322
USA48233,MEX17,50
USA48233,MEX18,80
USA48233,MEX19,159
USA48233,MEX2,112
USA48233,MEX20,32
USA48233,MEX21,44
USA48233,MEX22,361
USA48233,MEX23,62
USA48233,MEX24,206
USA48233,MEX25,124
USA48233,MEX26,285
USA48233,MEX27,42
USA48233,MEX28,233
USA48233,MEX29,36
USA48233,MEX3,137
USA48233,MEX30,49
USA48233,MEX31,75
USA48233,MEX32,2347
USA48233,MEX4,151
USA48233,MEX5,32
USA48233,MEX6,5782
USA48233,MEX7,1098
USA48233,MEX8,278
USA48233,MEX9,58
USA48235,ARG1,6
USA48235,ARG10,1
USA48235,ARG11,1
USA48235,ARG12,1
USA48235,ARG13,21
USA48235,ARG14,1
USA48235,ARG15,1
USA48235,ARG16,1
USA48235,ARG17,1
USA48235,ARG18,11
USA48235,ARG19,30
USA48235,ARG2,5
USA48235,ARG20,1
USA48235,ARG21,9
USA48235,ARG22,27
USA48235,ARG23,1
USA48235,ARG24,10
USA48235,ARG3,1
USA48235,ARG4,1
USA48235,ARG5,11
USA48235,ARG6,12
USA48235,ARG7,22
USA48235,ARG8,1
USA48235,ARG9,1
USA48235,MEX1,169
USA48235,MEX10,514
USA48235,MEX11,155
USA48235,MEX12,49
USA48235,MEX13,42
USA48235,MEX14,64
USA48235,MEX15,34
USA48235,MEX16,42
USA48235,MEX17,27
USA48235,MEX18,42
USA48235,MEX19,406
USA48235,MEX2,89
USA48235,MEX20,13
USA48235,MEX21,22
USA48235,MEX22,116
USA48235,MEX23,95
USA48235,MEX24,921
USA48235,MEX25,19
USA48235,MEX26,112
USA48235,MEX27,32
USA48235,MEX28,337
USA48235,MEX29,19
USA48235,MEX3,102
USA48235,MEX30,26
USA48235,MEX31,180
USA48235,MEX32,256
USA48235,MEX4,1362
USA48235,MEX5,88
USA48235,MEX6,403
USA48235,MEX7,4092
USA48235,MEX8,46
USA48235,MEX9,36
USA48237,ARG1,29
USA48237,ARG10,18
USA48237,ARG11,28
USA48237,ARG12,41
USA48237,ARG13,21
USA48237,ARG14,21
USA48237,ARG15,39
USA48237,ARG16,24
USA48237,ARG17,64
USA48237,ARG18,27
USA48237,ARG19,16
USA48237,ARG2,23
USA48237,ARG20,28
USA48237,ARG21,26
USA48237,ARG22,27
USA48237,ARG23,31
USA48237,ARG24,21
USA48237,ARG3,20
USA48237,ARG4,42
USA48237,ARG5,20
USA48237,ARG6,37
USA48237,ARG7,25
USA48237,ARG8,27
USA48237,ARG9,29
USA48237,MEX1,3323
USA48237,MEX10,3073
USA48237,MEX11,633
USA48237,MEX12,337
USA48237,MEX13,151
USA48237,MEX14,811
USA48237,MEX15,99
USA48237,MEX16,413
USA48237,MEX17,110
USA48237,MEX18,264
USA48237,MEX19,377
USA48237,MEX2,198
USA48237,MEX20,56
USA48237,MEX21,89
USA48237,MEX22,443
USA48237,MEX23,129
USA48237,MEX24,801
USA48237,MEX25,320
USA48237,MEX26,199
USA48237,MEX27,74
USA48237,MEX28,244
USA48237,MEX29,74
USA48237,MEX3,221
USA48237,MEX30,90
USA48237,MEX31,54
USA48237,MEX32,21059
USA48237,MEX4,187
USA48237,MEX5,64
USA48237,MEX6,1369
USA48237,MEX7,1533
USA48237,MEX8,184
USA48237,MEX9,110
USA48239,ARG1,21
USA48239,ARG10,10
USA48239,ARG11,13
USA48239,ARG12,9
USA48239,ARG13,13
USA48239,ARG14,16
USA48239,ARG15,17
USA48239,ARG16,23
USA48239,ARG17,16
USA48239,ARG18,13
USA48239,ARG19,20
USA48239,ARG2,20
USA48239,ARG20,11
USA48239,ARG21,20
USA48239,ARG22,18
USA48239,ARG23,11
USA48239,ARG24,25
USA48239,ARG3,8
USA48239,ARG4,15
USA48239,ARG5,14
USA48239,ARG6,29
USA48239,ARG7,16
USA48239,ARG8,16
USA48239,ARG9,19
USA48239,MEX1,377
USA48239,MEX10,392
USA48239,MEX11,5930
USA48239,MEX12,148
USA48239,MEX13,203
USA48239,MEX14,280
USA48239,MEX15,180
USA48239,MEX16,717
USA48239,MEX17,137
USA48239,MEX18,180
USA48239,MEX19,1142
USA48239,MEX2,383
USA48239,MEX20,62
USA48239,MEX21,93
USA48239,MEX22,1505
USA48239,MEX23,160
USA48239,MEX24,1979
USA48239,MEX25,123
USA48239,MEX26,140
USA48239,MEX27,96
USA48239,MEX28,2408
USA48239,MEX29,89
USA48239,MEX3,180
USA48239,MEX30,270
USA48239,MEX31,148
USA48239,MEX32,501
USA48239,MEX4,74
USA48239,MEX5,95
USA48239,MEX6,676
USA48239,MEX7,1412
USA48239,MEX8,177
USA48239,MEX9,128
USA48241,ARG1,10
USA48241,ARG10,8
USA48241,ARG11,11
USA48241,ARG12,3
USA48241,ARG13,9
USA48241,ARG14,13
USA48241,ARG15,10
USA48241,ARG16,9
USA48241,ARG17,10
USA48241,ARG18,9
USA48241,ARG19,14
USA48241,ARG2,9
USA48241,ARG20,8
USA48241,ARG21,22
USA48241,ARG22,9
USA48241,ARG23,14
USA48241,ARG24,7
USA48241,ARG3,7
USA48241,ARG4,7
USA48241,ARG5,8
USA48241,ARG6,14
USA48241,ARG7,8
USA48241,ARG8,10
USA48241,ARG9,10
USA48241,MEX1,121
USA48241,MEX10,1862
USA48241,MEX11,199
USA48241,MEX12,73
USA48241,MEX13,50
USA48241,MEX14,119
USA48241,MEX15,66
USA48241,MEX16,92
USA48241,MEX17,47
USA48241,MEX18,85
USA48241,MEX19,185
USA48241,MEX2,53
USA48241,MEX20,37
USA48241,MEX21,21
USA48241,MEX22,164
USA48241,MEX23,59
USA48241,MEX24,380
USA48241,MEX25,46
USA48241,MEX26,31
USA48241,MEX27,33
USA48241,MEX28,358
USA48241,MEX29,18
USA48241,MEX3,59
USA48241,MEX30,55
USA48241,MEX31,23
USA48241,MEX32,400
USA48241,MEX4,17
USA48241,MEX5,17
USA48241,MEX6,136
USA48241,MEX7,475
USA48241,MEX8,165
USA48241,MEX9,32
USA48243,ARG1,34
USA48243,ARG10,11
USA48243,ARG11,65
USA48243,ARG12,50
USA48243,ARG13,30
USA48243,ARG14,14
USA48243,ARG15,21
USA48243,ARG16,54
USA48243,ARG17,14
USA48243,ARG18,6
USA48243,ARG19,29
USA48243,ARG2,28
USA48243,ARG20,22
USA48243,ARG21,29
USA48243,ARG22,22
USA48243,ARG23,1
USA48243,ARG24,36
USA48243,ARG3,40
USA48243,ARG4,27
USA48243,ARG5,12
USA48243,ARG6,43
USA48243,ARG7,23
USA48243,ARG8,18
USA48243,ARG9,20
USA48243,MEX1,226
USA48243,MEX10,979
USA48243,MEX11,1214
USA48243,MEX12,465
USA48243,MEX13,1064
USA48243,MEX14,535
USA48243,MEX15,189
USA48243,MEX16,988
USA48243,MEX17,248
USA48243,MEX18,255
USA48243,MEX19,155
USA48243,MEX2,597
USA48243,MEX20,590
USA48243,MEX21,207
USA48243,MEX22,1851
USA48243,MEX23,181
USA48243,MEX24,297
USA48243,MEX25,3821
USA48243,MEX26,686
USA48243,MEX27,164
USA48243,MEX28,152
USA48243,MEX29,182
USA48243,MEX3,3594
USA48243,MEX30,158
USA48243,MEX31,136
USA48243,MEX32,298
USA48243,MEX4,69
USA48243,MEX5,580
USA48243,MEX6,16248
USA48243,MEX7,929
USA48243,MEX8,329
USA48243,MEX9,161
USA48245,ARG1,24
USA48245,ARG10,19
USA48245,ARG11,19
USA48245,ARG12,16
USA48245,ARG13,23
USA48245,ARG14,23
USA48245,ARG15,24
USA48245,ARG16,33
USA48245,ARG17,20
USA48245,ARG18,20
USA48245,ARG19,16
USA48245,ARG2,20
USA48245,ARG20,17
USA48245,ARG21,19
USA48245,ARG22,17
USA48245,ARG23,22
USA48245,ARG24,21
USA48245,ARG3,16
USA48245,ARG4,21
USA48245,ARG5,23
USA48245,ARG6,44
USA48245,ARG7,19
USA48245,ARG8,16
USA48245,ARG9,25
USA48245,MEX1,450
USA48245,MEX10,505
USA48245,MEX11,890
USA48245,MEX12,208
USA48245,MEX13,576
USA48245,MEX14,688
USA48245,MEX15,174
USA48245,MEX16,4928
USA48245,MEX17,193
USA48245,MEX18,574
USA48245,MEX19,768
USA48245,MEX2,194
USA48245,MEX20,204
USA48245,MEX21,143
USA48245,MEX22,473
USA48245,MEX23,216
USA48245,MEX24,2815
USA48245,MEX25,162
USA48245,MEX26,140
USA48245,MEX27,316
USA48245,MEX28,1446
USA48245,MEX29,410
USA48245,MEX3,213
USA48245,MEX30,236
USA48245,MEX31,85
USA48245,MEX32,2535
USA48245,MEX4,131
USA48245,MEX5,132
USA48245,MEX6,416
USA48245,MEX7,1849
USA48245,MEX8,378
USA48245,MEX9,146
USA48247,ARG1,11
USA48247,ARG10,9
USA48247,ARG11,1
USA48247,ARG12,1
USA48247,ARG13,14
USA48247,ARG14,10
USA48247,ARG15,23
USA48247,ARG16,14
USA48247,ARG17,13
USA48247,ARG18,12
USA48247,ARG19,11
USA48247,ARG2,13
USA48247,ARG20,25
USA48247,ARG21,7
USA48247,ARG22,13
USA48247,ARG23,1
USA48247,ARG24,10
USA48247,ARG3,5
USA48247,ARG4,11
USA48247,ARG5,6
USA48247,ARG6,12
USA48247,ARG7,7
USA48247,ARG8,6
USA48247,ARG9,1
USA48247,MEX1,284
USA48247,MEX10,625
USA48247,MEX11,513
USA48247,MEX12,261
USA48247,MEX13,218
USA48247,MEX14,411
USA48247,MEX15,87
USA48247,MEX16,191
USA48247,MEX17,74
USA48247,MEX18,138
USA48247,MEX19,1407
USA48247,MEX2,97
USA48247,MEX20,74
USA48247,MEX21,162
USA48247,MEX22,377
USA48247,MEX23,100
USA48247,MEX24,2060
USA48247,MEX25,96
USA48247,MEX26,103
USA48247,MEX27,57
USA48247,MEX28,3079
USA48247,MEX29,75
USA48247,MEX3,116
USA48247,MEX30,295
USA48247,MEX31,152
USA48247,MEX32,391
USA48247,MEX4,71
USA48247,MEX5,66
USA48247,MEX6,389
USA48247,MEX7,1098
USA48247,MEX8,131
USA48247,MEX9,94
USA48249,ARG1,15
USA48249,ARG10,9
USA48249,ARG11,12
USA48249,ARG12,13
USA48249,ARG13,12
USA48249,ARG14,12
USA48249,ARG15,21
USA48249,ARG16,11
USA48249,ARG17,12
USA48249,ARG18,12
USA48249,ARG19,16
USA48249,ARG2,12
USA48249,ARG20,14
USA48249,ARG21,18
USA48249,ARG22,14
USA48249,ARG23,20
USA48249,ARG24,10
USA48249,ARG3,18
USA48249,ARG4,13
USA48249,ARG5,15
USA48249,ARG6,21
USA48249,ARG7,12
USA48249,ARG8,12
USA48249,ARG9,15
USA48249,MEX1,226
USA48249,MEX10,929
USA48249,MEX11,570
USA48249,MEX12,65
USA48249,MEX13,82
USA48249,MEX14,549
USA48249,MEX15,71
USA48249,MEX16,252
USA48249,MEX17,67
USA48249,MEX18,121
USA48249,MEX19,845
USA48249,MEX2,128
USA48249,MEX20,50
USA48249,MEX21,103
USA48249,MEX22,1574
USA48249,MEX23,96
USA48249,MEX24,533
USA48249,MEX25,78
USA48249,MEX26,126
USA48249,MEX27,175
USA48249,MEX28,1565
USA48249,MEX29,72
USA48249,MEX3,115
USA48249,MEX30,105
USA48249,MEX31,65
USA48249,MEX32,595
USA48249,MEX4,50
USA48249,MEX5,42
USA48249,MEX6,302
USA48249,MEX7,412
USA48249,MEX8,108
USA48249,MEX9,68
USA48251,ARG1,20
USA48251,ARG10,12
USA48251,ARG11,20
USA48251,ARG12,10
USA48251,ARG13,30
USA48251,ARG14,22
USA48251,ARG15,27
USA48251,ARG16,21
USA48251,ARG17,12
USA48251,ARG18,12
USA48251,ARG19,16
USA48251,ARG2,17
USA48251,ARG20,19
USA48251,ARG21,19
USA48251,ARG22,14
USA48251,ARG23,25
USA48251,ARG24,18
USA48251,ARG3,11
USA48251,ARG4,15
USA48251,ARG5,18
USA48251,ARG6,38
USA48251,ARG7,14
USA48251,ARG8,56
USA48251,ARG9,16
USA48251,MEX1,670
USA48251,MEX10,2136
USA48251,MEX11,1564
USA48251,MEX12,179
USA48251,MEX13,452
USA48251,MEX14,392
USA48251,MEX15,113
USA48251,MEX16,311
USA48251,MEX17,116
USA48251,MEX18,164
USA48251,MEX19,493
USA48251,MEX2,160
USA48251,MEX20,63
USA48251,MEX21,72
USA48251,MEX22,1045
USA48251,MEX23,154
USA48251,MEX24,2400
USA48251,MEX25,135
USA48251,MEX26,175
USA48251,MEX27,120
USA48251,MEX28,656
USA48251,MEX29,64
USA48251,MEX3,184
USA48251,MEX30,105
USA48251,MEX31,81
USA48251,MEX32,2647
USA48251,MEX4,66
USA48251,MEX5,90
USA48251,MEX6,861
USA48251,MEX7,1845
USA48251,MEX8,208
USA48251,MEX9,92
USA48253,ARG1,13
USA48253,ARG10,9
USA48253,ARG11,14
USA48253,ARG12,16
USA48253,ARG13,13
USA48253,ARG14,15
USA48253,ARG15,13
USA48253,ARG16,9
USA48253,ARG17,11
USA48253,ARG18,8
USA48253,ARG19,4
USA48253,ARG2,13
USA48253,ARG20,7
USA48253,ARG21,12
USA48253,ARG22,14
USA48253,ARG23,7
USA48253,ARG24,12
USA48253,ARG3,7
USA48253,ARG4,14
USA48253,ARG5,5
USA48253,ARG6,18
USA48253,ARG7,15
USA48253,ARG8,8
USA48253,ARG9,35
USA48253,MEX1,871
USA48253,MEX10,805
USA48253,MEX11,2668
USA48253,MEX12,54
USA48253,MEX13,130
USA48253,MEX14,158
USA48253,MEX15,65
USA48253,MEX16,224
USA48253,MEX17,45
USA48253,MEX18,85
USA48253,MEX19,167
USA48253,MEX2,81
USA48253,MEX20,54
USA48253,MEX21,44
USA48253,MEX22,434
USA48253,MEX23,79
USA48253,MEX24,836
USA48253,MEX25,52
USA48253,MEX26,104
USA48253,MEX27,201
USA48253,MEX28,307
USA48253,MEX29,186
USA48253,MEX3,145
USA48253,MEX30,55
USA48253,MEX31,31
USA48253,MEX32,876
USA48253,MEX4,41
USA48253,MEX5,98
USA48253,MEX6,937
USA48253,MEX7,1388
USA48253,MEX8,72
USA48253,MEX9,65
USA48255,ARG1,15
USA48255,ARG10,5
USA48255,ARG11,13
USA48255,ARG12,12
USA48255,ARG13,14
USA48255,ARG14,18
USA48255,ARG15,11
USA48255,ARG16,13
USA48255,ARG17,11
USA48255,ARG18,12
USA48255,ARG19,5
USA48255,ARG2,12
USA48255,ARG20,8
USA48255,ARG21,14
USA48255,ARG22,6
USA48255,ARG23,7
USA48255,ARG24,9
USA48255,ARG3,8
USA48255,ARG4,12
USA48255,ARG5,6
USA48255,ARG6,23
USA48255,ARG7,13
USA48255,ARG8,8
USA48255,ARG9,9
USA48255,MEX1,229
USA48255,MEX10,608
USA48255,MEX11,1867
USA48255,MEX12,295
USA48255,MEX13,172
USA48255,MEX14,685
USA48255,MEX15,153
USA48255,MEX16,788
USA48255,MEX17,120
USA48255,MEX18,94
USA48255,MEX19,1068
USA48255,MEX2,164
USA48255,MEX20,49
USA48255,MEX21,62
USA48255,MEX22,636
USA48255,MEX23,151
USA48255,MEX24,799
USA48255,MEX25,105
USA48255,MEX26,122
USA48255,MEX27,190
USA48255,MEX28,2152
USA48255,MEX29,56
USA48255,MEX3,129
USA48255,MEX30,197
USA48255,MEX31,55
USA48255,MEX32,1313
USA48255,MEX4,183
USA48255,MEX5,54
USA48255,MEX6,1199
USA48255,MEX7,1829
USA48255,MEX8,208
USA48255,MEX9,90
USA48257,ARG1,22
USA48257,ARG10,11
USA48257,ARG11,17
USA48257,ARG12,14
USA48257,ARG13,110
USA48257,ARG14,13
USA48257,ARG15,20
USA48257,ARG16,14
USA48257,ARG17,14
USA48257,ARG18,14
USA48257,ARG19,23
USA48257,ARG2,25
USA48257,ARG20,16
USA48257,ARG21,14
USA48257,ARG22,11
USA48257,ARG23,16
USA48257,ARG24,15
USA48257,ARG3,16
USA48257,ARG4,14
USA48257,ARG5,16
USA48257,ARG6,40
USA48257,ARG7,14
USA48257,ARG8,17
USA48257,ARG9,13
USA48257,MEX1,749
USA48257,MEX10,3417
USA48257,MEX11,1137
USA48257,MEX12,545
USA48257,MEX13,177
USA48257,MEX14,404
USA48257,MEX15,156
USA48257,MEX16,418
USA48257,MEX17,199
USA48257,MEX18,217
USA48257,MEX19,720
USA48257,MEX2,191
USA48257,MEX20,91
USA48257,MEX21,81
USA48257,MEX22,463
USA48257,MEX23,178
USA48257,MEX24,1935
USA48257,MEX25,142
USA48257,MEX26,136
USA48257,MEX27,95
USA48257,MEX28,649
USA48257,MEX29,70
USA48257,MEX3,200
USA48257,MEX30,213
USA48257,MEX31,88
USA48257,MEX32,2868
USA48257,MEX4,98
USA48257,MEX5,85
USA48257,MEX6,805
USA48257,MEX7,1999
USA48257,MEX8,178
USA48257,MEX9,109
USA48259,ARG1,27
USA48259,ARG10,11
USA48259,ARG11,51
USA48259,ARG12,11
USA48259,ARG13,26
USA48259,ARG14,15
USA48259,ARG15,30
USA48259,ARG16,19
USA48259,ARG17,10
USA48259,ARG18,15
USA48259,ARG19,19
USA48259,ARG2,34
USA48259,ARG20,18
USA48259,ARG21,18
USA48259,ARG22,7
USA48259,ARG23,26
USA48259,ARG24,10
USA48259,ARG3,16
USA48259,ARG4,11
USA48259,ARG5,21
USA48259,ARG6,55
USA48259,ARG7,19
USA48259,ARG8,14
USA48259,ARG9,12
USA48259,MEX1,244
USA48259,MEX10,1202
USA48259,MEX11,832
USA48259,MEX12,70
USA48259,MEX13,105
USA48259,MEX14,299
USA48259,MEX15,112
USA48259,MEX16,435
USA48259,MEX17,169
USA48259,MEX18,180
USA48259,MEX19,498
USA48259,MEX2,201
USA48259,MEX20,96
USA48259,MEX21,62
USA48259,MEX22,1185
USA48259,MEX23,274
USA48259,MEX24,645
USA48259,MEX25,181
USA48259,MEX26,97
USA48259,MEX27,52
USA48259,MEX28,464
USA48259,MEX29,41
USA48259,MEX3,106
USA48259,MEX30,76
USA48259,MEX31,79
USA48259,MEX32,2415
USA48259,MEX4,64
USA48259,MEX5,57
USA48259,MEX6,450
USA48259,MEX7,1267
USA48259,MEX8,94
USA48259,MEX9,132
USA48261,ARG1,66
USA48261,ARG10,21
USA48261,ARG11,151
USA48261,ARG12,1
USA48261,ARG13,30
USA48261,ARG14,65
USA48261,ARG15,49
USA48261,ARG16,1
USA48261,ARG17,27
USA48261,ARG18,1
USA48261,ARG19,104
USA48261,ARG2,34
USA48261,ARG20,1
USA48261,ARG21,32
USA48261,ARG22,21
USA48261,ARG23,1
USA48261,ARG24,12
USA48261,ARG3,1
USA48261,ARG4,48
USA48261,ARG5,1
USA48261,ARG6,29
USA48261,ARG7,18
USA48261,ARG8,27
USA48261,ARG9,1
USA48261,MEX1,288
USA48261,MEX10,134
USA48261,MEX11,388
USA48261,MEX12,127
USA48261,MEX13,577
USA48261,MEX14,206
USA48261,MEX15,588
USA48261,MEX16,413
USA48261,MEX17,1841
USA48261,MEX18,283
USA48261,MEX19,1355
USA48261,MEX2,323
USA48261,MEX20,276
USA48261,MEX21,314
USA48261,MEX22,295
USA48261,MEX23,210
USA48261,MEX24,568
USA48261,MEX25,236
USA48261,MEX26,160
USA48261,MEX27,203
USA48261,MEX28,14148
USA48261,MEX29,304
USA48261,MEX3,261
USA48261,MEX30,199
USA48261,MEX31,141
USA48261,MEX32,106
USA48261,MEX4,91
USA48261,MEX5,161
USA48261,MEX6,252
USA48261,MEX7,852
USA48261,MEX8,221
USA48261,MEX9,653
USA48263,ARG1,16
USA48263,ARG10,45
USA48263,ARG11,34
USA48263,ARG12,1
USA48263,ARG13,1
USA48263,ARG14,1
USA48263,ARG15,16
USA48263,ARG16,1
USA48263,ARG17,36
USA48263,ARG18,1
USA48263,ARG19,1
USA48263,ARG2,7
USA48263,ARG20,1
USA48263,ARG21,10
USA48263,ARG22,1
USA48263,ARG23,1
USA48263,ARG24,15
USA48263,ARG3,1
USA48263,ARG4,1
USA48263,ARG5,1
USA48263,ARG6,1
USA48263,ARG7,1
USA48263,ARG8,1
USA48263,ARG9,42
USA48263,MEX1,259
USA48263,MEX10,71
USA48263,MEX11,195
USA48263,MEX12,18
USA48263,MEX13,19
USA48263,MEX14,227
USA48263,MEX15,14
USA48263,MEX16,26
USA48263,MEX17,32
USA48263,MEX18,11
USA48263,MEX19,34
USA48263,MEX2,25
USA48263,MEX20,21
USA48263,MEX21,7
USA48263,MEX22,50
USA48263,MEX23,31
USA48263,MEX24,68
USA48263,MEX25,15
USA48263,MEX26,28
USA48263,MEX27,27
USA48263,MEX28,334
USA48263,MEX29,21
USA48263,MEX3,21
USA48263,MEX30,19
USA48263,MEX31,24
USA48263,MEX32,546
USA48263,MEX4,12
USA48263,MEX5,33
USA48263,MEX6,190
USA48263,MEX7,49
USA48263,MEX8,29
USA48263,MEX9,17
USA48265,ARG1,28
USA48265,ARG10,9
USA48265,ARG11,25
USA48265,ARG12,9
USA48265,ARG13,26
USA48265,ARG14,18
USA48265,ARG15,69
USA48265,ARG16,26
USA48265,ARG17,11
USA48265,ARG18,28
USA48265,ARG19,21
USA48265,ARG2,24
USA48265,ARG20,16
USA48265,ARG21,19
USA48265,ARG22,16
USA48265,ARG23,12
